# X:$14A800  X_14A800_cos8k_full  (8192 words)
# m18 phaser LFO quadrature COS (read at $144ED6/$145078: x:(r0+$14a800),b)
# 3 bytes/word big-endian signed 24-bit fraction = word/2^23
#  idx | hex     signed24   fraction(24-bit)
   362 | 7B190D   8067341   +0.9617020
   363 | 7B1227   8065575   +0.9614915
   364 | 7B0B3C   8063804   +0.9612803
   365 | 7B044D   8062029   +0.9610687
   366 | 7AFD59   8060249   +0.9608566
   367 | 7AF660   8058464   +0.9606438
   368 | 7AEF62   8056674   +0.9604304
   369 | 7AE860   8054880   +0.9602165
   370 | 7AE159   8053081   +0.9600021
   371 | 7ADA4D   8051277   +0.9597870
   372 | 7AD33C   8049468   +0.9595714
   373 | 7ACC27   8047655   +0.9593552
   374 | 7AC50D   8045837   +0.9591385
   375 | 7ABDEE   8044014   +0.9589212
   376 | 7AB6CB   8042187   +0.9587034
   377 | 7AAFA2   8040354   +0.9584849
   378 | 7AA875   8038517   +0.9582659
   379 | 7AA144   8036676   +0.9580464
   380 | 7A9A0D   8034829   +0.9578263
   381 | 7A92D2   8032978   +0.9576056
   382 | 7A8B92   8031122   +0.9573843
   383 | 7A844E   8029262   +0.9571626
   384 | 7A7D04   8027396   +0.9569402
   385 | 7A75B6   8025526   +0.9567173
   386 | 7A6E64   8023652   +0.9564939
   387 | 7A670C   8021772   +0.9562697
   388 | 7A5FB0   8019888   +0.9560452
   389 | 7A584F   8017999   +0.9558200
   390 | 7A50E9   8016105   +0.9555942
   391 | 7A497F   8014207   +0.9553679
   392 | 7A4210   8012304   +0.9551411
   393 | 7A3A9C   8010396   +0.9549136
   394 | 7A3324   8008484   +0.9546857
   395 | 7A2BA6   8006566   +0.9544570
   396 | 7A2424   8004644   +0.9542279
   397 | 7A1C9E   8002718   +0.9539983
   398 | 7A1513   8000787   +0.9537681
   399 | 7A0D82   7998850   +0.9535372
   400 | 7A05EE   7996910   +0.9533060
   401 | 79FE54   7994964   +0.9530740
   402 | 79F6B6   7993014   +0.9528415
   403 | 79EF13   7991059   +0.9526085
   404 | 79E76C   7989100   +0.9523749
   405 | 79DFBF   7987135   +0.9521407
   406 | 79D80E   7985166   +0.9519060
   407 | 79D059   7983193   +0.9516708
   408 | 79C89E   7981214   +0.9514349
   409 | 79C0DF   7979231   +0.9511985
   410 | 79B91C   7977244   +0.9509616
   411 | 79B153   7975251   +0.9507240
   412 | 79A986   7973254   +0.9504859
   413 | 79A1B4   7971252   +0.9502473
   414 | 7999DE   7969246   +0.9500082
   415 | 799203   7967235   +0.9497684
   416 | 798A23   7965219   +0.9495281
   417 | 79823E   7963198   +0.9492872
   418 | 797A55   7961173   +0.9490458
   419 | 797267   7959143   +0.9488038
   420 | 796A74   7957108   +0.9485612
   421 | 79627D   7955069   +0.9483181
   422 | 795A81   7953025   +0.9480745
   423 | 795280   7950976   +0.9478302
   424 | 794A7B   7948923   +0.9475855
   425 | 794271   7946865   +0.9473401
   426 | 793A62   7944802   +0.9470942
   427 | 79324F   7942735   +0.9468478
   428 | 792A37   7940663   +0.9466008
   429 | 79221A   7938586   +0.9463532
   430 | 7919F9   7936505   +0.9461051
   431 | 7911D3   7934419   +0.9458565
   432 | 7909A8   7932328   +0.9456072
   433 | 790179   7930233   +0.9453574
   434 | 78F945   7928133   +0.9451071
   435 | 78F10C   7926028   +0.9448562
   436 | 78E8CF   7923919   +0.9446048
   437 | 78E08D   7921805   +0.9443527
   438 | 78D846   7919686   +0.9441001
   439 | 78CFFB   7917563   +0.9438471
   440 | 78C7AB   7915435   +0.9435934
   441 | 78BF56   7913302   +0.9433391
   442 | 78B6FD   7911165   +0.9430844
   443 | 78AE9F   7909023   +0.9428290
   444 | 78A63C   7906876   +0.9425731
   445 | 789DD5   7904725   +0.9423167
   446 | 789569   7902569   +0.9420596
   447 | 788CF8   7900408   +0.9418020
   448 | 788483   7898243   +0.9415439
   449 | 787C09   7896073   +0.9412853
   450 | 78738B   7893899   +0.9410261
   451 | 786B08   7891720   +0.9407663
   452 | 786280   7889536   +0.9405060
   453 | 7859F3   7887347   +0.9402450
   454 | 785162   7885154   +0.9399836
   455 | 7848CD   7882957   +0.9397217
   456 | 784032   7880754   +0.9394591
   457 | 783793   7878547   +0.9391960
   458 | 782EF0   7876336   +0.9389324
   459 | 782647   7874119   +0.9386681
   460 | 781D9A   7871898   +0.9384034
   461 | 7814E9   7869673   +0.9381381
   462 | 780C33   7867443   +0.9378723
   463 | 780378   7865208   +0.9376059
   464 | 77FAB9   7862969   +0.9373389
   465 | 77F1F5   7860725   +0.9370714
   466 | 77E92C   7858476   +0.9368033
   467 | 77E05F   7856223   +0.9365348
   468 | 77D78D   7853965   +0.9362656
   469 | 77CEB6   7851702   +0.9359958
   470 | 77C5DB   7849435   +0.9357256
   471 | 77BCFB   7847163   +0.9354547
   472 | 77B417   7844887   +0.9351834
   473 | 77AB2E   7842606   +0.9349115
   474 | 77A240   7840320   +0.9346390
   475 | 77994E   7838030   +0.9343660
   476 | 779057   7835735   +0.9340924
   477 | 77875C   7833436   +0.9338183
   478 | 777E5C   7831132   +0.9335437
   479 | 777557   7828823   +0.9332684
   480 | 776C4E   7826510   +0.9329927
   481 | 776340   7824192   +0.9327164
   482 | 775A2E   7821870   +0.9324396
   483 | 775117   7819543   +0.9321622
   484 | 7747FB   7817211   +0.9318842
   485 | 773EDB   7814875   +0.9316057
   486 | 7735B6   7812534   +0.9313266
   487 | 772C8C   7810188   +0.9310470
   488 | 77235E   7807838   +0.9307668
   489 | 771A2C   7805484   +0.9304862
   490 | 7710F4   7803124   +0.9302049
   491 | 7707B9   7800761   +0.9299232
   492 | 76FE78   7798392   +0.9296408
   493 | 76F533   7796019   +0.9293579
   494 | 76EBEA   7793642   +0.9290745
   495 | 76E29B   7791259   +0.9287905
   496 | 76D949   7788873   +0.9285060
   497 | 76CFF1   7786481   +0.9282209
   498 | 76C695   7784085   +0.9279352
   499 | 76BD35   7781685   +0.9276491
   500 | 76B3D0   7779280   +0.9273624
   501 | 76AA66   7776870   +0.9270751
   502 | 76A0F8   7774456   +0.9267874
   503 | 769785   7772037   +0.9264990
   504 | 768E0E   7769614   +0.9262102
   505 | 768492   7767186   +0.9259207
   506 | 767B11   7764753   +0.9256307
   507 | 76718C   7762316   +0.9253402
   508 | 766803   7759875   +0.9250492
   509 | 765E74   7757428   +0.9247575
   510 | 7654E2   7754978   +0.9244654
   511 | 764B4A   7752522   +0.9241726
   512 | 7641AE   7750062   +0.9238794
   513 | 76380E   7747598   +0.9235857
   514 | 762E69   7745129   +0.9232913
   515 | 7624BF   7742655   +0.9229964
   516 | 761B11   7740177   +0.9227010
   517 | 76115E   7737694   +0.9224050
   518 | 7607A7   7735207   +0.9221085
   519 | 75FDEB   7732715   +0.9218115
   520 | 75F42B   7730219   +0.9215139
   521 | 75EA66   7727718   +0.9212158
   522 | 75E09D   7725213   +0.9209172
   523 | 75D6CF   7722703   +0.9206179
   524 | 75CCFC   7720188   +0.9203181
   525 | 75C325   7717669   +0.9200178
   526 | 75B94A   7715146   +0.9197171
   527 | 75AF6A   7712618   +0.9194157
   528 | 75A585   7710085   +0.9191138
   529 | 759B9C   7707548   +0.9188113
   530 | 7591AE   7705006   +0.9185083
   531 | 7587BC   7702460   +0.9182048
   532 | 757DC5   7699909   +0.9179007
   533 | 7573CA   7697354   +0.9175961
   534 | 7569CA   7694794   +0.9172909
   535 | 755FC5   7692229   +0.9169852
   536 | 7555BC   7689660   +0.9166789
