# P:$141CA7  filter_coeff_base_tbl  (1201 words)
# FILTER: cutoff->coefficient table, indexed by env-modulated BASE x $4AF>>24 (0..1199); used at P:$058B kernel
#  idx | hex     signed24   fraction(24-bit)
   571 | 7F5F0D   8347405   0.9950882
   572 | 7F5D4D   8346957   0.9950348
   573 | 7F5B87   8346503   0.9949807
   574 | 7F59BD   8346045   0.9949261
   575 | 7F57EE   8345582   0.9948709
   576 | 7F561A   8345114   0.9948151
   577 | 7F5441   8344641   0.9947587
   578 | 7F5263   8344163   0.9947017
   579 | 7F507F   8343679   0.9946440
   580 | 7F4E96   8343190   0.9945858
   581 | 7F4CA8   8342696   0.9945269
   582 | 7F4AB5   8342197   0.9944674
   583 | 7F48BC   8341692   0.9944072
   584 | 7F46BD   8341181   0.9943463
   585 | 7F44B9   8340665   0.9942847
   586 | 7F42B0   8340144   0.9942226
   587 | 7F40A1   8339617   0.9941598
   588 | 7F3E8C   8339084   0.9940963
   589 | 7F3C71   8338545   0.9940320
   590 | 7F3A50   8338000   0.9939671
   591 | 7F382A   8337450   0.9939015
   592 | 7F35FD   8336893   0.9938351
   593 | 7F33CB   8336331   0.9937681
   594 | 7F3192   8335762   0.9937003
   595 | 7F2F53   8335187   0.9936317
   596 | 7F2D0E   8334606   0.9935625
   597 | 7F2AC3   8334019   0.9934925
   598 | 7F2871   8333425   0.9934217
   599 | 7F2619   8332825   0.9933501
   600 | 7F23BA   8332218   0.9932778
   601 | 7F2155   8331605   0.9932047
   602 | 7F1EE9   8330985   0.9931308
   603 | 7F1C76   8330358   0.9930561
   604 | 7F19FC   8329724   0.9929805
   605 | 7F177C   8329084   0.9929042
   606 | 7F14F4   8328436   0.9928269
   607 | 7F1266   8327782   0.9927490
   608 | 7F0FD0   8327120   0.9926701
   609 | 7F0D34   8326452   0.9925904
   610 | 7F0A90   8325776   0.9925098
   611 | 7F07E4   8325092   0.9924283
   612 | 7F0532   8324402   0.9923460
   613 | 7F0277   8323703   0.9922627
   614 | 7EFFB6   8322998   0.9921787
   615 | 7EFCEC   8322284   0.9920936
   616 | 7EFA1B   8321563   0.9920076
   617 | 7EF742   8320834   0.9919207
   618 | 7EF461   8320097   0.9918329
   619 | 7EF178   8319352   0.9917440
   620 | 7EEE87   8318599   0.9916543
   621 | 7EEB8D   8317837   0.9915634
   622 | 7EE88C   8317068   0.9914718
   623 | 7EE582   8316290   0.9913790
   624 | 7EE270   8315504   0.9912853
   625 | 7EDF55   8314709   0.9911906
   626 | 7EDC31   8313905   0.9910947
   627 | 7ED905   8313093   0.9909979
   628 | 7ED5D0   8312272   0.9909000
   629 | 7ED292   8311442   0.9908011
   630 | 7ECF4B   8310603   0.9907011
   631 | 7ECBFB   8309755   0.9906000
   632 | 7EC8A1   8308897   0.9904977
   633 | 7EC53F   8308031   0.9903945
