# P:$142158  filter_tbl_142158  (1600 words)
# FILTER stage2 table, indexed 0..1599 (min(idx,$63F)); used at P:$0630/0666/0700/072D
#  idx | hex     signed24   fraction(24-bit)
   581 | 00C5A5     50597   0.0060316
   582 | 00C6B7     50871   0.0060643
   583 | 00C7CC     51148   0.0060973
   584 | 00C8E1     51425   0.0061303
   585 | 00C9F8     51704   0.0061636
   586 | 00CB11     51985   0.0061971
   587 | 00CC2B     52267   0.0062307
   588 | 00CD47     52551   0.0062646
   589 | 00CE65     52837   0.0062987
   590 | 00CF84     53124   0.0063329
   591 | 00D0A4     53412   0.0063672
   592 | 00D1C6     53702   0.0064018
   593 | 00D2EA     53994   0.0064366
   594 | 00D40F     54287   0.0064715
   595 | 00D536     54582   0.0065067
   596 | 00D65E     54878   0.0065420
   597 | 00D788     55176   0.0065775
   598 | 00D8B3     55475   0.0066131
   599 | 00D9E1     55777   0.0066491
   600 | 00DB10     56080   0.0066853
   601 | 00DC40     56384   0.0067215
   602 | 00DD72     56690   0.0067580
   603 | 00DEA6     56998   0.0067947
   604 | 00DFDC     57308   0.0068316
   605 | 00E113     57619   0.0068687
   606 | 00E24C     57932   0.0069060
   607 | 00E386     58246   0.0069435
   608 | 00E4C2     58562   0.0069811
   609 | 00E600     58880   0.0070190
   610 | 00E740     59200   0.0070572
   611 | 00E882     59522   0.0070956
   612 | 00E9C5     59845   0.0071341
   613 | 00EB0A     60170   0.0071728
   614 | 00EC50     60496   0.0072117
   615 | 00ED99     60825   0.0072509
   616 | 00EEE3     61155   0.0072902
   617 | 00F02F     61487   0.0073298
   618 | 00F17D     61821   0.0073696
   619 | 00F2CD     62157   0.0074097
   620 | 00F41E     62494   0.0074499
   621 | 00F572     62834   0.0074904
   622 | 00F6C7     63175   0.0075310
   623 | 00F81E     63518   0.0075719
   624 | 00F977     63863   0.0076131
   625 | 00FAD1     64209   0.0076543
   626 | 00FC2E     64558   0.0076959
   627 | 00FD8D     64909   0.0077378
   628 | 00FEED     65261   0.0077797
   629 | 01004F     65615   0.0078219
   630 | 0101B4     65972   0.0078645
   631 | 01031A     66330   0.0079072
   632 | 010482     66690   0.0079501
   633 | 0105EC     67052   0.0079932
   634 | 010758     67416   0.0080366
   635 | 0108C6     67782   0.0080802
   636 | 010A36     68150   0.0081241
   637 | 010BA8     68520   0.0081682
   638 | 010D1C     68892   0.0082126
   639 | 010E92     69266   0.0082572
   640 | 01100B     69643   0.0083021
   641 | 011185     70021   0.0083472
   642 | 011301     70401   0.0083925
   643 | 01147F     70783   0.0084380
   644 | 0115FF     71167   0.0084838
   645 | 011782     71554   0.0085299
   646 | 011906     71942   0.0085762
   647 | 011A8D     72333   0.0086228
   648 | 011C16     72726   0.0086696
   649 | 011DA1     73121   0.0087167
   650 | 011F2E     73518   0.0087640
   651 | 0120BD     73917   0.0088116
   652 | 01224E     74318   0.0088594
   653 | 0123E2     74722   0.0089076
   654 | 012578     75128   0.0089560
   655 | 01270F     75535   0.0090045
   656 | 0128AA     75946   0.0090535
   657 | 012A46     76358   0.0091026
   658 | 012BE5     76773   0.0091521
   659 | 012D85     77189   0.0092016
   660 | 012F29     77609   0.0092517
   661 | 0130CE     78030   0.0093019
   662 | 013276     78454   0.0093524
   663 | 013420     78880   0.0094032
   664 | 0135CC     79308   0.0094543
   665 | 01377A     79738   0.0095055
   666 | 01392B     80171   0.0095571
   667 | 013ADF     80607   0.0096091
   668 | 013C94     81044   0.0096612
   669 | 013E4C     81484   0.0097136
   670 | 014007     81927   0.0097665
   671 | 0141C4     82372   0.0098195
   672 | 014383     82819   0.0098728
   673 | 014545     83269   0.0099264
   674 | 014709     83721   0.0099803
   675 | 0148CF     84175   0.0100344
   676 | 014A98     84632   0.0100889
   677 | 014C64     85092   0.0101438
   678 | 014E32     85554   0.0101988
   679 | 015003     86019   0.0102543
   680 | 0151D6     86486   0.0103099
   681 | 0153AB     86955   0.0103658
   682 | 015583     87427   0.0104221
   683 | 01575E     87902   0.0104787
   684 | 01593B     88379   0.0105356
   685 | 015B1B     88859   0.0105928
