# P:$143C06  kernel_tbl_143C06  (911 words)
# kernel tbl: P:$0660/068C region (gain/env), DSP2 loader ref P:$1114C3
#  idx | hex     signed24   fraction(24-bit)
   663 | 0009D6      2518   0.0003002
   664 | 0009E4      2532   0.0003018
   665 | 0009F1      2545   0.0003034
   666 | 0009FF      2559   0.0003051
   667 | 000A0D      2573   0.0003067
   668 | 000A1B      2587   0.0003084
   669 | 000A29      2601   0.0003101
   670 | 000A37      2615   0.0003117
   671 | 000A46      2630   0.0003135
   672 | 000A54      2644   0.0003152
   673 | 000A62      2658   0.0003169
   674 | 000A71      2673   0.0003186
   675 | 000A7F      2687   0.0003203
   676 | 000A8E      2702   0.0003221
   677 | 000A9C      2716   0.0003238
   678 | 000AAB      2731   0.0003256
   679 | 000ABA      2746   0.0003273
   680 | 000AC9      2761   0.0003291
   681 | 000AD8      2776   0.0003309
   682 | 000AE7      2791   0.0003327
   683 | 000AF6      2806   0.0003345
   684 | 000B05      2821   0.0003363
   685 | 000B15      2837   0.0003382
   686 | 000B24      2852   0.0003400
   687 | 000B34      2868   0.0003419
   688 | 000B43      2883   0.0003437
   689 | 000B53      2899   0.0003456
   690 | 000B63      2915   0.0003475
   691 | 000B72      2930   0.0003493
   692 | 000B82      2946   0.0003512
   693 | 000B92      2962   0.0003531
   694 | 000BA2      2978   0.0003550
   695 | 000BB3      2995   0.0003570
   696 | 000BC3      3011   0.0003589
   697 | 000BD3      3027   0.0003608
   698 | 000BE4      3044   0.0003629
   699 | 000BF4      3060   0.0003648
   700 | 000C05      3077   0.0003668
   701 | 000C15      3093   0.0003687
   702 | 000C26      3110   0.0003707
   703 | 000C37      3127   0.0003728
   704 | 000C48      3144   0.0003748
   705 | 000C59      3161   0.0003768
   706 | 000C6A      3178   0.0003788
   707 | 000C7C      3196   0.0003810
   708 | 000C8D      3213   0.0003830
   709 | 000C9E      3230   0.0003850
   710 | 000CB0      3248   0.0003872
   711 | 000CC2      3266   0.0003893
   712 | 000CD3      3283   0.0003914
   713 | 000CE5      3301   0.0003935
   714 | 000CF7      3319   0.0003957
   715 | 000D09      3337   0.0003978
   716 | 000D1B      3355   0.0003999
   717 | 000D2D      3373   0.0004021
   718 | 000D40      3392   0.0004044
   719 | 000D52      3410   0.0004065
   720 | 000D65      3429   0.0004088
   721 | 000D77      3447   0.0004109
   722 | 000D8A      3466   0.0004132
   723 | 000D9D      3485   0.0004154
   724 | 000DB0      3504   0.0004177
