# X:$14A000  X_14A000_sine8k_full  (8192 words)
# m18 phaser LFO quadrature SIN (read at $144ED4/$145076: x:(r0+$14a000),a)
# 3 bytes/word big-endian signed 24-bit fraction = word/2^23
#  idx | hex     signed24   fraction(24-bit)
   546 | 340CE2   3411170   +0.4066432
   547 | 3423D7   3417047   +0.4073437
   548 | 343ACA   3422922   +0.4080441
   549 | 3451BB   3428795   +0.4087442
   550 | 3468AA   3434666   +0.4094441
   551 | 347F97   3440535   +0.4101437
   552 | 349682   3446402   +0.4108431
   553 | 34AD6B   3452267   +0.4115423
   554 | 34C452   3458130   +0.4122412
   555 | 34DB36   3463990   +0.4129398
   556 | 34F219   3469849   +0.4136382
   557 | 3508FA   3475706   +0.4143364
   558 | 351FD9   3481561   +0.4150344
   559 | 3536B5   3487413   +0.4157320
   560 | 354D90   3493264   +0.4164295
   561 | 356468   3499112   +0.4171267
   562 | 357B3F   3504959   +0.4178237
   563 | 359213   3510803   +0.4185203
   564 | 35A8E6   3516646   +0.4192169
   565 | 35BFB6   3522486   +0.4199131
   566 | 35D684   3528324   +0.4206090
   567 | 35ED50   3534160   +0.4213047
   568 | 36041A   3539994   +0.4220002
   569 | 361AE2   3545826   +0.4226954
   570 | 3631A8   3551656   +0.4233904
   571 | 36486C   3557484   +0.4240851
   572 | 365F2E   3563310   +0.4247797
   573 | 3675ED   3569133   +0.4254738
   574 | 368CAB   3574955   +0.4261678
   575 | 36A366   3580774   +0.4268615
   576 | 36BA20   3586592   +0.4275551
   577 | 36D0D7   3592407   +0.4282483
   578 | 36E78C   3598220   +0.4289412
   579 | 36FE3F   3604031   +0.4296340
   580 | 3714F0   3609840   +0.4303265
   581 | 372B9E   3615646   +0.4310186
   582 | 37424B   3621451   +0.4317106
   583 | 3758F6   3627254   +0.4324024
   584 | 376F9E   3633054   +0.4330938
   585 | 378644   3638852   +0.4337850
   586 | 379CE8   3644648   +0.4344759
   587 | 37B38A   3650442   +0.4351666
   588 | 37CA2A   3656234   +0.4358571
   589 | 37E0C7   3662023   +0.4365472
   590 | 37F763   3667811   +0.4372371
   591 | 380DFC   3673596   +0.4379268
   592 | 382493   3679379   +0.4386162
   593 | 383B28   3685160   +0.4393053
   594 | 3851BB   3690939   +0.4399942
   595 | 38684C   3696716   +0.4406829
   596 | 387EDA   3702490   +0.4413712
   597 | 389566   3708262   +0.4420593
   598 | 38ABF0   3714032   +0.4427471
   599 | 38C278   3719800   +0.4434347
   600 | 38D8FE   3725566   +0.4441221
   601 | 38EF82   3731330   +0.4448092
   602 | 390603   3737091   +0.4454960
   603 | 391C82   3742850   +0.4461825
   604 | 3932FF   3748607   +0.4468688
